record_id,year,country,region,income_group,population_million,healthcare_index,pathogen,pathogen_type,gram_status,who_priority,natural_reservoir,setting,specimen_type,isolates_tested,resistant_isolates,susceptible_isolates,resistance_rate,mdr,xdr,pan_resistant,antibiotic_use_ddd,incidence_per_100k,mortality_per_100k,amr_attributable_mortality_per_100k,treatment_options_remaining,economic_burden_per_patient_usd,surveillance_quality_score,one_health_link
AMR0006188,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Genital,10,4,6,0.4847,1,0,0,45.36,45.66,8.61,1.5743,6,4906,2,1
AMR0006189,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,Sputum,48,16,32,0.3522,1,0,0,31.76,92.76,15.035,1.9065,5,1316,1,0
AMR0006190,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Stool/Rectal,76,25,51,0.336,0,0,0,35.8,47.47,5.18,0.6198,3,6256,3,0
AMR0006191,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Genital,63,35,28,0.5588,1,0,0,34.82,30.72,12.95,2.1608,1,2247,3,0
AMR0006192,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-non-ICU,Respiratory,23,9,14,0.4207,1,0,0,39.85,44.6,12.441,1.5238,5,3695,3,1
AMR0006193,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Sputum,39,26,13,0.6862,1,1,0,39.88,36.31,16.773,4.7261,2,3585,1,0
AMR0006194,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Veterinary,Stool/Rectal,39,14,25,0.3785,1,0,0,46.8,77.26,25.986,3.0269,1,3057,2,0
AMR0006195,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Community,Genital,26,9,17,0.3826,1,0,0,42.31,58.13,10.784,1.3985,0,4259,2,0
AMR0006196,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Veterinary,Blood,18,6,12,0.3678,1,0,0,40.59,124.5,16.146,2.0198,9,5573,1,0
AMR0006197,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-non-ICU,Bone/Joint,10,3,7,0.3365,0,0,0,29.77,87.4,13.557,1.866,2,3541,1,0
AMR0006198,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Veterinary,Wound/Skin,42,10,32,0.2577,0,0,0,46.44,49.74,5.281,0.53,4,1833,3,1
AMR0006199,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Wound/Skin,99,39,60,0.3964,1,0,0,37.7,51.02,11.442,1.4632,1,3190,1,1
AMR0006200,2014,Myanmar,Southeast Asia,Lower-Middle,54,42,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,CSF,47,16,31,0.3611,1,0,0,32.06,40.27,5.668,0.7439,4,3030,2,0
AMR0006201,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Sputum,142,90,52,0.6347,1,1,0,37.95,33.77,19.618,4.3329,4,1445,1,1
AMR0006202,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-ICU,Catheter tip,96,64,32,0.6747,1,1,0,28.32,30.83,14.784,3.8441,1,3579,1,0
AMR0006203,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Long-term Care,Sputum,13,7,6,0.5861,1,0,0,44.84,13.78,7.258,1.3714,1,5866,1,0
AMR0006204,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-non-ICU,CSF,143,89,54,0.6275,1,1,0,28.59,34.55,11.019,2.463,6,3314,1,0
AMR0006205,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-ICU,Blood,48,19,29,0.4072,1,0,0,37.26,42.72,11.065,1.4092,5,2963,1,0
AMR0006206,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Veterinary,Bone/Joint,87,43,44,0.4957,1,0,0,35.02,63.85,15.663,2.3609,1,2064,1,0
AMR0006207,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Genital,42,15,27,0.3601,1,0,0,42.36,52.66,13.713,1.3975,1,4304,3,0
AMR0006208,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-non-ICU,CSF,107,55,52,0.5214,1,0,0,47.35,60.43,17.537,2.737,4,1929,1,0
AMR0006209,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Long-term Care,Urine,51,22,29,0.4466,1,1,0,45.38,57.13,17.885,2.463,1,6964,1,1
AMR0006210,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Respiratory,67,35,32,0.5302,1,0,0,32.57,28.26,8.466,1.7401,4,3394,1,0
AMR0006211,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Long-term Care,Wound/Skin,25,16,9,0.6656,1,1,0,27.81,70.43,35.453,7.7702,2,3410,2,0
AMR0006212,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Urine,15,5,10,0.345,0,1,0,45.58,61.27,7.199,0.9014,5,2051,1,0
AMR0006213,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Veterinary,Stool/Rectal,44,19,25,0.4351,1,0,0,27.53,64.23,17.564,2.6478,3,1825,2,1
AMR0006214,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Veterinary,Stool/Rectal,10,2,8,0.2858,1,0,0,40.68,108.71,9.743,1.142,7,4978,2,0
AMR0006215,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Hospital-non-ICU,CSF,34,10,24,0.2948,0,0,0,32.54,80.44,9.228,0.9718,6,10949,2,0
AMR0006216,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Stool/Rectal,37,21,16,0.5874,1,0,0,39.27,36.74,16.34,3.1841,1,4358,2,0
AMR0006217,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Community,Respiratory,94,34,60,0.368,1,0,0,31.27,103.14,28.568,3.3861,4,5254,1,1
AMR0006218,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Genital,43,23,20,0.5493,1,0,0,29.44,22.86,11.362,2.3424,4,1723,2,0
AMR0006219,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Stool/Rectal,271,96,175,0.3566,1,0,0,37.87,32.92,5.955,0.8576,1,2328,3,0
AMR0006220,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Long-term Care,Wound/Skin,17,5,12,0.3247,0,0,0,44.43,38.28,11.34,1.2446,6,4487,2,0
AMR0006221,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Long-term Care,Urine,11,3,8,0.3262,0,0,0,33.67,52.76,4.851,0.5058,4,3065,3,0
AMR0006222,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Stool/Rectal,11,3,8,0.2867,0,0,0,32.61,61.51,7.01,0.7069,6,2399,2,0
AMR0006223,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Sputum,304,92,212,0.3046,0,0,0,28.09,154.86,24.472,2.1685,2,3551,2,1
AMR0006224,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Community,Urine,27,11,16,0.417,1,0,0,31.98,27.32,4.761,0.7861,3,4566,3,1
AMR0006225,2014,Cambodia,Southeast Asia,Lower-Middle,17,48,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Urine,58,17,41,0.2985,0,0,0,33.39,57.31,8.191,0.9638,2,4924,1,0
AMR0006226,2014,Nepal,South Asia,Lower-Middle,30,44,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-ICU,Stool/Rectal,18,7,11,0.4236,1,0,0,25.93,61.55,24.054,2.9539,3,3660,2,1
AMR0006227,2014,Nepal,South Asia,Lower-Middle,30,44,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Blood,29,14,15,0.4998,1,0,0,32.29,35.75,14.635,2.6009,3,3325,3,0
AMR0006228,2014,Nepal,South Asia,Lower-Middle,30,44,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Bone/Joint,46,23,23,0.5199,1,1,0,39.94,32.84,16.631,3.5749,5,5764,2,0
AMR0006229,2014,Nepal,South Asia,Lower-Middle,30,44,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Hospital-ICU,Respiratory,129,68,61,0.5307,1,0,0,23.52,42.25,13.893,2.0678,1,3601,1,0
AMR0006230,2014,Nepal,South Asia,Lower-Middle,30,44,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-non-ICU,Bone/Joint,33,17,16,0.529,1,0,0,34.05,90.61,17.983,2.9342,2,1904,2,0
AMR0006231,2014,Nepal,South Asia,Lower-Middle,30,44,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Community,Bone/Joint,66,29,37,0.4449,1,1,0,27.65,67.0,12.812,1.9519,1,4015,2,0
AMR0006232,2014,Nepal,South Asia,Lower-Middle,30,44,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Veterinary,Blood,110,39,71,0.3608,1,1,0,34.21,112.55,33.113,4.0911,5,3103,1,0
AMR0006233,2014,Nepal,South Asia,Lower-Middle,30,44,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Blood,41,16,25,0.4018,1,0,0,32.86,46.22,9.937,1.2604,4,2030,2,0
AMR0006234,2014,Nepal,South Asia,Lower-Middle,30,44,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Veterinary,Blood,22,11,11,0.5095,1,0,0,40.6,49.23,8.918,1.8579,6,2903,1,1
AMR0006235,2014,Nepal,South Asia,Lower-Middle,30,44,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Urine,23,8,15,0.3895,1,1,0,23.79,94.85,30.519,4.7667,6,2608,3,0
AMR0006236,2014,Nepal,South Asia,Lower-Middle,30,44,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Veterinary,Sputum,18,9,9,0.5119,1,0,0,38.87,31.24,11.905,2.3619,4,9212,2,0
AMR0006237,2014,Nepal,South Asia,Lower-Middle,30,44,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Blood,306,90,216,0.2964,0,0,0,23.8,84.77,13.613,1.6819,2,6608,2,0
AMR0006238,2014,Nepal,South Asia,Lower-Middle,30,44,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Hospital-ICU,CSF,109,41,68,0.3835,1,0,0,22.89,50.39,11.623,1.6836,4,1995,2,1
AMR0006239,2014,Nepal,South Asia,Lower-Middle,30,44,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Long-term Care,Genital,28,9,19,0.3509,1,0,0,30.4,170.92,28.158,3.0908,4,12457,1,0
AMR0006240,2014,Nepal,South Asia,Lower-Middle,30,44,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Long-term Care,Respiratory,31,8,23,0.2619,1,0,0,35.83,56.64,8.061,0.7562,5,2056,1,0
AMR0006241,2014,Nepal,South Asia,Lower-Middle,30,44,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Veterinary,Urine,17,8,9,0.4992,1,0,0,27.52,32.01,18.717,3.6021,5,3082,2,0
AMR0006242,2014,Nepal,South Asia,Lower-Middle,30,44,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-non-ICU,Wound/Skin,21,7,14,0.341,1,0,0,41.32,55.95,13.632,1.501,4,10705,2,1
AMR0006243,2014,Nepal,South Asia,Lower-Middle,30,44,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Long-term Care,Genital,41,21,20,0.5225,1,0,0,39.23,40.0,16.233,2.7806,2,3261,2,0
AMR0006244,2014,Nepal,South Asia,Lower-Middle,30,44,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Bone/Joint,45,16,29,0.3665,1,0,0,41.02,66.62,20.965,2.2597,3,5435,2,0
AMR0006245,2014,Nepal,South Asia,Lower-Middle,30,44,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Sputum,27,10,17,0.3984,1,0,0,26.67,31.82,6.123,1.0088,3,12835,2,0
AMR0006246,2014,Nepal,South Asia,Lower-Middle,30,44,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Bone/Joint,36,8,28,0.2363,1,0,0,23.64,66.21,9.699,0.6995,4,2456,2,0
AMR0006247,2014,Nepal,South Asia,Lower-Middle,30,44,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Genital,113,26,87,0.2317,0,0,0,30.8,95.34,11.759,0.9306,6,2447,1,0
AMR0006248,2014,Nepal,South Asia,Lower-Middle,30,44,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Veterinary,Catheter tip,10,2,8,0.2877,0,0,0,30.24,56.4,7.546,0.6385,5,3774,1,1
AMR0006249,2014,Nepal,South Asia,Lower-Middle,30,44,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Respiratory,79,29,50,0.3778,1,0,0,35.39,50.36,10.17,1.2353,3,9011,2,1
AMR0006250,2014,Nepal,South Asia,Lower-Middle,30,44,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-ICU,Bone/Joint,45,11,34,0.2651,0,0,0,32.37,80.37,8.747,0.9494,2,4378,2,0
AMR0006251,2015,United States,North America,High,335,85,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Community,Stool/Rectal,476,123,353,0.2587,0,0,0,24.84,9.37,2.093,0.1533,5,33238,5,1
AMR0006252,2015,United States,North America,High,335,85,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Community,Bone/Joint,370,119,251,0.3227,1,0,0,23.33,9.96,3.431,0.4285,4,72780,3,0
AMR0006253,2015,United States,North America,High,335,85,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,CSF,383,94,289,0.2457,0,0,0,28.24,7.53,1.874,0.1436,6,79640,5,0
AMR0006254,2015,United States,North America,High,335,85,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Community,Urine,198,48,150,0.2444,0,0,0,23.76,7.46,2.018,0.1682,1,16006,4,0
AMR0006255,2015,United States,North America,High,335,85,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Community,Stool/Rectal,208,44,164,0.2135,1,0,0,27.34,23.4,4.075,0.3191,5,63112,4,0
AMR0006256,2015,United States,North America,High,335,85,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Hospital-non-ICU,Blood,123,37,86,0.3055,1,0,0,20.19,23.17,3.107,0.2823,2,45651,4,0
AMR0006257,2015,United States,North America,High,335,85,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Hospital-non-ICU,Wound/Skin,322,65,257,0.2049,0,0,0,24.14,17.15,3.413,0.2366,3,27436,4,0
AMR0006258,2015,United States,North America,High,335,85,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Community,Catheter tip,312,54,258,0.1747,1,0,0,25.06,16.28,2.483,0.1289,7,32236,5,0
AMR0006259,2015,United States,North America,High,335,85,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Community,Blood,544,109,435,0.2006,0,0,0,23.77,12.17,2.351,0.1442,3,22923,4,1
AMR0006260,2015,United States,North America,High,335,85,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Community,Respiratory,947,213,734,0.2254,1,0,0,16.24,13.81,2.601,0.2457,4,52520,3,0
AMR0006261,2015,United States,North America,High,335,85,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Long-term Care,Genital,464,146,318,0.3149,1,0,0,24.61,10.49,2.747,0.2866,4,53638,5,0
AMR0006262,2015,United States,North America,High,335,85,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Long-term Care,Urine,170,20,150,0.1178,0,0,0,22.28,15.44,1.056,0.0393,3,16625,5,0
AMR0006263,2015,United States,North America,High,335,85,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Blood,198,38,160,0.1931,0,0,0,26.75,14.23,2.591,0.208,1,33203,4,1
AMR0006264,2015,United States,North America,High,335,85,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Community,Wound/Skin,110,14,96,0.1281,0,0,0,25.07,19.67,1.942,0.0721,2,39904,3,0
AMR0006265,2015,United States,North America,High,335,85,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Community,Wound/Skin,193,31,162,0.1616,0,0,0,24.95,27.43,1.886,0.1119,7,18150,3,0
AMR0006266,2015,United States,North America,High,335,85,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-non-ICU,Wound/Skin,476,103,373,0.217,0,0,0,17.51,8.64,2.181,0.153,6,16537,4,0
AMR0006267,2015,United States,North America,High,335,85,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,Sputum,48,10,38,0.2149,0,0,0,18.49,15.29,1.76,0.1061,8,25605,4,1
AMR0006268,2015,United States,North America,High,335,85,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Veterinary,Catheter tip,497,115,382,0.2325,0,0,0,15.84,8.67,2.729,0.2461,4,16406,4,0
AMR0006269,2015,United States,North America,High,335,85,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Bone/Joint,288,59,229,0.2069,1,0,0,26.1,23.72,2.65,0.1851,8,58326,4,0
AMR0006270,2015,United States,North America,High,335,85,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Veterinary,Stool/Rectal,172,31,141,0.1829,1,0,0,24.4,21.76,3.568,0.2503,5,58857,3,0
AMR0006271,2015,United States,North America,High,335,85,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Hospital-ICU,Respiratory,377,57,320,0.1518,0,0,0,16.9,22.04,1.451,0.0791,4,46233,3,0
AMR0006272,2015,United States,North America,High,335,85,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Hospital-ICU,Catheter tip,150,22,128,0.1476,0,0,0,25.62,22.99,2.328,0.1366,8,15120,4,0
AMR0006273,2015,United States,North America,High,335,85,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Catheter tip,102,15,87,0.1524,0,0,0,15.83,37.67,2.156,0.1153,5,38387,2,1
AMR0006274,2015,United States,North America,High,335,85,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Hospital-non-ICU,Bone/Joint,140,24,116,0.1754,0,0,0,27.34,17.07,2.934,0.1475,8,18585,4,1
AMR0006275,2015,United States,North America,High,335,85,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Long-term Care,Catheter tip,286,29,257,0.1031,0,0,0,21.72,34.67,2.687,0.08,4,28466,5,0
AMR0006276,2015,Canada,North America,High,38,83,Escherichia coli (ESBL),Bacteria,Gram-negative,Critical,Human/Animal gut,Hospital-non-ICU,Bone/Joint,151,33,118,0.223,1,0,0,18.27,7.26,2.597,0.1984,3,20856,5,1
AMR0006277,2015,Canada,North America,High,38,83,Klebsiella pneumoniae (CRE),Bacteria,Gram-negative,Critical,Human gut/environment,Hospital-non-ICU,Wound/Skin,209,55,154,0.2666,0,0,0,19.75,12.66,3.763,0.3311,2,33778,5,0
AMR0006278,2015,Canada,North America,High,38,83,Acinetobacter baumannii,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,Blood,165,36,129,0.2185,0,0,0,23.08,7.27,2.575,0.2192,2,17067,3,0
AMR0006279,2015,Canada,North America,High,38,83,Pseudomonas aeruginosa,Bacteria,Gram-negative,Critical,Environment/Hospitals,Veterinary,CSF,252,60,192,0.2389,0,0,0,24.4,6.41,2.211,0.1985,5,30934,3,0
AMR0006280,2015,Canada,North America,High,38,83,Enterococcus faecium (VRE),Bacteria,Gram-positive,High,Human gut,Hospital-ICU,Wound/Skin,241,55,186,0.2314,0,0,0,22.28,13.63,2.188,0.1797,3,33780,4,0
AMR0006281,2015,Canada,North America,High,38,83,Staphylococcus aureus (MRSA),Bacteria,Gram-positive,High,Human skin/nose,Veterinary,CSF,291,68,223,0.2351,0,0,0,23.36,14.86,2.701,0.1788,3,55522,4,0
AMR0006282,2015,Canada,North America,High,38,83,Streptococcus pneumoniae,Bacteria,Gram-positive,High,Human respiratory,Community,Wound/Skin,197,37,160,0.1894,0,0,0,22.97,16.12,2.845,0.1861,3,17833,4,0
AMR0006283,2015,Canada,North America,High,38,83,Helicobacter pylori,Bacteria,Gram-negative,High,Human stomach,Hospital-non-ICU,Stool/Rectal,295,48,247,0.1646,1,0,0,18.43,15.15,2.873,0.1945,7,12284,5,0
AMR0006284,2015,Canada,North America,High,38,83,Salmonella spp. (NTS),Bacteria,Gram-negative,High,Animal/Human gut,Community,Bone/Joint,355,70,285,0.1978,0,0,0,23.44,11.52,2.311,0.1451,4,26630,4,1
AMR0006285,2015,Canada,North America,High,38,83,Neisseria gonorrhoeae,Bacteria,Gram-negative,High,Human urogenital,Long-term Care,Catheter tip,207,37,170,0.1791,0,1,0,17.01,22.99,2.736,0.1927,7,97115,5,0
AMR0006286,2015,Canada,North America,High,38,83,Mycobacterium tuberculosis,Bacteria,AFB,Critical,Human lung,Community,Sputum,170,55,115,0.3241,0,0,0,15.86,6.84,1.862,0.2153,4,41697,3,0
AMR0006287,2015,Canada,North America,High,38,83,Clostridioides difficile,Bacteria,Gram-positive,Medium,Human gut/spores,Hospital-non-ICU,Bone/Joint,107,11,96,0.1087,1,0,0,18.45,16.34,1.689,0.0581,4,12710,3,0
AMR0006288,2015,Canada,North America,High,38,83,Campylobacter spp.,Bacteria,Gram-negative,High,Animal gut/poultry,Community,Respiratory,736,139,597,0.1893,1,0,0,17.0,19.73,2.752,0.2043,1,35771,4,1
AMR0006289,2015,Canada,North America,High,38,83,Shigella spp.,Bacteria,Gram-negative,Medium,Human gut,Long-term Care,CSF,199,24,175,0.1208,1,0,0,15.09,16.36,1.157,0.0556,4,49830,3,0
AMR0006290,2015,Canada,North America,High,38,83,Haemophilus influenzae,Bacteria,Gram-negative,Medium,Human respiratory,Veterinary,Respiratory,139,19,120,0.1371,1,1,0,17.36,54.53,4.774,0.2332,6,32616,4,0
AMR0006291,2015,Canada,North America,High,38,83,Candida auris,Fungi,N/A,Critical,Environment/Hospitals,Hospital-ICU,Sputum,639,188,451,0.2952,0,0,0,16.93,9.58,2.795,0.2475,4,42026,3,0
AMR0006292,2015,Canada,North America,High,38,83,Aspergillus fumigatus,Fungi,N/A,High,Environment/Soil,Hospital-ICU,Stool/Rectal,90,20,70,0.2322,0,0,0,23.01,8.68,1.501,0.111,4,16333,3,1
AMR0006293,2015,Canada,North America,High,38,83,Plasmodium falciparum,Parasite,N/A,Critical,Anopheles mosquito,Community,Genital,699,143,556,0.2054,1,0,0,15.02,12.86,4.241,0.3198,6,23326,3,0
AMR0006294,2015,Canada,North America,High,38,83,Plasmodium vivax,Parasite,N/A,High,Anopheles mosquito,Community,Stool/Rectal,144,30,114,0.2095,0,0,0,22.22,31.27,5.669,0.3858,5,16403,4,0
AMR0006295,2015,Canada,North America,High,38,83,HIV-1 (ARV-resistant),Virus,N/A,High,Human blood/sexual,Hospital-ICU,Sputum,153,28,125,0.1864,1,0,0,15.51,15.79,2.957,0.1963,5,51297,2,0
AMR0006296,2015,Canada,North America,High,38,83,Influenza A (Oseltamivir-R),Virus,N/A,Medium,Human/Animal resp.,Community,Stool/Rectal,100,14,86,0.1439,0,0,0,17.1,28.91,1.916,0.0913,3,39298,3,0
AMR0006297,2015,Canada,North America,High,38,83,Hepatitis B (nucleoside-R),Virus,N/A,Medium,Human blood/sexual,Veterinary,Respiratory,687,74,613,0.1078,1,1,0,19.31,30.67,2.171,0.0837,6,35013,3,0
AMR0006298,2015,Canada,North America,High,38,83,Nontuberculous Mycobacteria,Bacteria,AFB,Medium,Water/Soil,Community,Bone/Joint,104,13,91,0.1317,0,1,0,18.09,17.2,1.481,0.0796,4,53564,3,1
AMR0006299,2015,Canada,North America,High,38,83,Enterobacter cloacae,Bacteria,Gram-negative,High,Human/Animal gut,Long-term Care,Respiratory,323,76,247,0.2381,0,0,0,21.14,23.42,4.826,0.4528,4,12276,4,1
AMR0006300,2015,Canada,North America,High,38,83,Stenotrophomonas maltophilia,Bacteria,Gram-negative,Medium,Water/Hospitals,Hospital-non-ICU,Urine,165,23,142,0.1423,0,0,0,16.11,25.51,1.57,0.0667,1,37967,2,0
