mission_id,launch_date,year,decade,country,rocket_name,rocket_operator,rocket_height_m,rocket_payload_leo_kg,rocket_reusable,rocket_status,launch_site,launch_site_country,launch_site_lat,launch_site_lon,mission_type,orbit_type,destination,payload_mass_kg,num_payloads,launch_mass_tonnes,apoapsis_km,periapsis_km,inclination_deg,outcome,mission_duration_days,crew_size,booster_recovered,estimated_cost_million_usd
M000866,1975-12-04,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,7024,1,367.3,,,38.4,Success,1.0,4,0,131.1
M000867,1975-06-30,1975,1970s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Weather/Meteorology,SSO,SSO,907,1,39.5,550.0,533.0,98.4,Success,,0,0,82.3
M000868,1975-12-19,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,3883,1,196.1,35786.0,35674.0,0.0,Mission Failure,,0,0,162.0
M000869,1975-10-02,1975,1970s,United States,Falcon 9,SpaceX,70,22800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,Lunar Transfer,Moon Surface,8654,1,326.5,,,34.6,Success,90.0,3,0,69.2
M000870,1975-05-20,1975,1970s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Science/Astronomy,LEO,L2 Halo,1629,1,89.4,364.0,242.0,39.9,Success,,0,0,149.7
M000871,1975-04-13,1975,1970s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,2944,1,95.9,35786.0,35630.0,0.0,Success,,0,0,51.9
M000872,1975-06-28,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,5786,1,203.3,362.0,338.0,80.3,Success,,0,0,118.2
M000873,1975-05-22,1975,1970s,Europe,Vega,Arianespace,30,1450,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Weather/Meteorology,GEO,GEO,1450,1,47.2,35786.0,35679.0,0.0,Success,,0,0,118.5
M000874,1975-03-19,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,27.9,647.0,646.0,98.1,Success,,0,0,150.0
M000875,1975-08-14,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,LEO,LEO,2094,1,80.5,475.0,288.0,73.7,Success,,0,0,141.9
M000876,1975-09-04,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,500,1,19.3,554.0,391.0,57.0,Success,,0,0,198.9
M000877,1975-03-01,1975,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,379,1,14.9,35786.0,35779.0,0.0,Success,,0,0,323.6
M000878,1975-07-21,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,520,1,19.7,35786.0,35661.0,0.0,Success,,0,0,151.9
M000879,1975-03-10,1975,1970s,United States,New Glenn,Blue Origin,98,45000,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Earth Observation,LEO,Earth Orbit,3475,1,145.5,623.0,598.0,49.4,Success,,0,0,73.7
M000880,1975-12-02,1975,1970s,United States,Space Shuttle,NASA,56,27500,1,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Earth Observation,LEO,Earth Orbit,11288,1,436.9,358.0,256.0,33.1,Success,,0,0,118.3
M000881,1975-06-28,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,964,2,26.2,35786.0,35631.0,0.0,Success,,0,0,177.0
M000882,1975-09-17,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,500,1,15.5,35786.0,35622.0,0.0,Success,,0,0,110.3
M000883,1975-01-10,1975,1970s,United States,Saturn V,NASA,111,140000,0,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Weather/Meteorology,GEO,GEO,5118,1,143.4,35786.0,35765.0,0.0,Mission Failure,,0,0,185.0
M000884,1975-02-23,1975,1970s,China,Long March 9,CASC,110,140000,0,Development,Jiuquan Satellite Launch Center,China,40.96,100.29,Military/Reconnaissance,GEO,GEO,1758,1,92.2,35786.0,35606.0,0.0,Success,,0,0,141.1
M000885,1975-04-26,1975,1970s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Communications/Telecom,GEO,GEO,6107,1,303.9,35786.0,35628.0,0.0,Success,,0,0,185.0
M000886,1975-01-20,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,500,1,28.5,35786.0,35745.0,0.0,Success,,0,0,85.3
M000887,1975-08-20,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,4730,1,248.3,516.0,222.0,33.3,Success,,0,0,115.3
M000888,1975-09-24,1975,1970s,United States,Titan IV,USAF,62,21680,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,HEO,6243,1,239.8,518.0,402.0,76.2,Partial Failure,,0,0,157.6
M000889,1975-05-30,1975,1970s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,2003,1,52.7,473.0,377.0,64.6,Success,,0,0,126.2
M000890,1975-05-18,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,9855,1,333.8,,,59.3,Success,3.0,4,0,63.8
M000891,1975-02-28,1975,1970s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,LEO,LEO,10552,1,428.8,493.0,433.0,38.3,Success,180.0,3,0,118.3
M000892,1975-02-09,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1387,1,76.9,597.0,314.0,97.4,Success,,0,0,148.5
M000893,1975-01-16,1975,1970s,United States,New Glenn,Blue Origin,98,45000,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Human Spaceflight,LEO,LEO,5541,1,241.3,595.0,444.0,78.9,Success,14.0,5,0,125.4
M000894,1975-06-23,1975,1970s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Military/Reconnaissance,LEO,LEO,2134,1,116.7,511.0,245.0,83.3,Success,,0,0,170.7
M000895,1975-06-14,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Science/Astronomy,LEO,L2 Halo,1905,1,86.8,488.0,297.0,33.6,Success,,0,0,119.1
M000896,1975-07-22,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,500,1,21.0,547.0,351.0,93.1,Success,,0,0,120.9
M000897,1975-12-19,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,657,1,16.5,527.0,484.0,72.5,Success,,0,0,83.5
M000898,1975-02-26,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1210,1,34.0,540.0,336.0,96.6,Launch Failure,,0,0,68.3
M000899,1975-01-16,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,SSO,SSO,974,1,49.9,537.0,533.0,97.5,Success,,0,0,147.1
M000900,1975-10-14,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1621,1,42.6,547.0,453.0,28.1,Success,,0,0,59.5
M000901,1975-12-30,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1089,1,62.1,527.0,492.0,91.2,Success,,0,0,123.3
M000902,1975-01-06,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,2965,1,138.2,35786.0,35756.0,0.0,Success,,0,0,110.8
M000903,1975-11-21,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Earth Observation,LEO,Earth Orbit,301,1,8.2,562.0,508.0,79.7,Success,,0,0,79.9
M000904,1975-12-20,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,ISS Docking,ISS,10414,1,377.9,369.0,299.0,51.0,Success,90.0,4,0,70.2
M000905,1975-10-30,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,961,1,34.6,575.0,559.0,97.6,Success,,0,0,125.5
M000906,1975-11-19,1975,1970s,United States,Starship,SpaceX,120,150000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Human Spaceflight,Lunar Transfer,Lunar Orbit,4281,1,150.0,,,30.8,Success,30.0,5,0,12.8
M000907,1975-12-05,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,1089,1,56.4,770.0,769.0,99.0,Mission Failure,,0,0,128.1
M000908,1975-01-02,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Communications/Telecom,GEO,GEO,2326,1,116.8,35786.0,35795.0,0.0,Success,,0,0,123.3
M000909,1975-02-16,1975,1970s,United States,New Glenn,Blue Origin,98,45000,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,L2 Halo,1132,1,64.1,453.0,306.0,37.5,Success,,0,0,196.8
M000910,1975-05-05,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,253,1,8.2,35786.0,35698.0,0.0,Success,,0,0,55.7
M000911,1975-09-15,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,500,1,23.2,761.0,735.0,98.8,Success,,0,0,63.8
M000912,1975-08-25,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1883,1,112.3,574.0,438.0,88.2,Success,,0,0,53.0
M000913,1975-03-26,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,HEO,1673,1,96.2,401.0,371.0,80.4,Success,,0,0,90.8
M000914,1975-09-06,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,SSO,SSO,1303,1,69.1,624.0,617.0,97.0,Success,,0,0,107.8
M000915,1975-12-03,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Navigation/GPS,LEO,MEO,4790,1,190.0,640.0,425.0,71.6,Success,,0,0,161.6
M000916,1975-03-11,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Weather/Meteorology,GEO,GEO,7750,1,202.2,35786.0,35745.0,0.0,Success,,0,0,176.5
M000917,1975-06-19,1975,1970s,United States,Space Shuttle,NASA,56,27500,1,Retired,Cape Canaveral LC-41,USA,28.58,-80.58,Science/Astronomy,LEO,HEO,661,1,35.4,372.0,262.0,89.8,Success,,0,0,189.8
M000918,1975-11-06,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,592,1,27.8,488.0,312.0,82.2,Success,,0,0,136.5
M000919,1975-11-17,1975,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Earth Observation,LEO,Earth Orbit,885,1,25.6,649.0,260.0,84.5,Success,,0,0,343.9
M000920,1975-06-23,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,GEO,GEO,1421,1,36.2,35786.0,35662.0,0.0,Success,,0,0,112.3
M000921,1975-03-04,1975,1970s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Human Spaceflight,LEO,LEO,6458,1,167.4,499.0,400.0,97.3,Success,90.0,2,0,181.2
M000922,1975-05-08,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Navigation/GPS,LEO,MEO,641,1,36.1,523.0,419.0,80.6,Success,,0,0,130.2
M000923,1975-08-19,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,L2 Halo,3871,1,208.1,356.0,249.0,96.8,Launch Failure,,0,0,66.3
M000924,1975-12-03,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,965,1,40.1,601.0,577.0,97.7,Success,,0,0,135.7
M000925,1975-03-19,1975,1970s,United States,Electron,Rocket Lab,18,300,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,LEO,300,1,9.3,494.0,378.0,70.6,Success,,0,0,8.4
M000926,1975-08-04,1975,1970s,China,Long March 6,CASC,29,1080,0,Active,Wenchang Space Launch Center,China,19.61,110.95,Navigation/GPS,LEO,MEO,1080,1,38.5,545.0,474.0,40.0,Success,,0,0,164.4
M000927,1975-09-20,1975,1970s,United States,Titan II,USAF,31,3175,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,SSO,SSO,1788,1,78.8,785.0,784.0,98.0,Success,,0,0,127.4
M000928,1975-01-12,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,176,1,8.6,786.0,772.0,97.2,Success,,0,0,163.6
M000929,1975-01-24,1975,1970s,United States,Falcon 9,SpaceX,70,22800,1,Active,Cape Canaveral LC-41,USA,28.58,-80.58,Technology Demo,LEO,LEO,2664,1,130.6,426.0,298.0,55.2,Success,,0,0,70.1
M000930,1975-09-17,1975,1970s,China,Long March 7,CASC,53,13500,0,Active,Xichang Satellite Launch Center,China,28.25,102.03,Earth Observation,LEO,Earth Orbit,2017,2,75.7,480.0,443.0,97.0,Success,,0,0,89.9
M000931,1975-06-03,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,2165,3,79.7,610.0,341.0,78.1,Success,,0,0,60.4
M000932,1975-04-29,1975,1970s,United States,Neutron,Rocket Lab,40,13000,1,Active,Rocket Lab LC-2,USA,37.85,-75.49,Communications/Telecom,GEO,GEO,13000,1,458.5,35786.0,35734.0,0.0,Mission Failure,,0,0,127.7
M000933,1975-08-20,1975,1970s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELA-3,French Guiana,5.24,-52.77,Military/Reconnaissance,SSO,SSO,2300,1,90.0,505.0,483.0,97.4,Success,,0,0,174.8
M000934,1975-07-17,1975,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Weather/Meteorology,SSO,SSO,6833,1,250.0,530.0,508.0,98.5,Success,,0,0,229.3
M000935,1975-04-07,1975,1970s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Earth Observation,LEO,Earth Orbit,3161,1,93.0,585.0,233.0,69.3,Success,,0,0,157.0
M000936,1975-06-17,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,3117,1,184.4,35786.0,35706.0,0.0,Success,,0,0,57.6
M000937,1975-05-16,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,1471,1,74.7,443.0,342.0,54.4,Success,,0,0,63.1
M000938,1975-10-27,1975,1970s,United States,Titan IV,USAF,62,21680,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Technology Demo,LEO,LEO,5766,1,273.3,394.0,212.0,79.9,Success,,0,0,66.6
M000939,1975-05-13,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,GEO,GEO,500,1,28.8,35786.0,35798.0,0.0,Success,,0,0,177.2
M000940,1975-11-24,1975,1970s,United States,Titan IV,USAF,62,21680,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Communications/Telecom,GEO,GEO,849,1,41.3,35786.0,35651.0,0.0,Success,,0,0,90.0
M000941,1975-09-24,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Weather/Meteorology,SSO,SSO,1773,1,84.9,517.0,487.0,97.3,Success,,0,0,86.1
M000942,1975-10-17,1975,1970s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,SpaceX Starbase,USA,25.99,-97.16,Human Spaceflight,LEO,LEO,6794,1,382.6,634.0,313.0,68.8,Success,30.0,3,0,129.3
M000943,1975-07-25,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,LEO,2120,1,101.9,541.0,487.0,32.4,Success,,0,0,151.3
M000944,1975-09-27,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,Lunar Transfer,Moon Surface,4730,1,217.2,,,6.6,Success,7.0,2,0,65.4
M000945,1975-10-12,1975,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Earth Observation,LEO,Earth Orbit,1266,1,67.7,381.0,305.0,43.5,Success,,0,0,145.6
M000946,1975-11-12,1975,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Human Spaceflight,Lunar Transfer,Moon Surface,500,1,24.0,,,61.5,Launch Failure,90.0,6,0,145.6
M000947,1975-03-28,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Human Spaceflight,LEO,LEO,7685,1,227.4,393.0,220.0,51.0,Success,3.0,3,0,191.7
M000948,1975-05-12,1975,1970s,United States,Electron,Rocket Lab,18,300,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Military/Reconnaissance,LEO,LEO,300,1,17.3,531.0,388.0,49.8,Success,,0,0,7.5
M000949,1975-07-31,1975,1970s,United States,Saturn V,NASA,111,140000,0,Retired,Kennedy Space Center LC-39B,USA,28.62,-80.62,Science/Astronomy,LEO,HEO,2199,1,72.8,575.0,480.0,88.7,Success,,0,0,185.0
M000950,1975-10-03,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,1728,1,65.1,632.0,564.0,69.8,Success,,0,0,146.1
M000951,1975-02-20,1975,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,L2 Halo,4491,1,156.4,421.0,296.0,43.0,Success,,0,0,126.3
M000952,1975-03-30,1975,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,LEO,LEO,1074,1,60.9,384.0,254.0,57.5,Success,,0,0,133.2
M000953,1975-08-14,1975,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Cape Canaveral LC-40,USA,28.56,-80.58,Communications/Telecom,GEO,GEO,746,1,37.1,35786.0,35646.0,0.0,Success,,0,0,272.6
M000954,1975-02-27,1975,1970s,Europe,Vega-C,Arianespace,35,2300,0,Active,Guiana Space Centre ELS,French Guiana,5.24,-52.77,Communications/Telecom,GEO,GEO,2184,1,95.8,35786.0,35731.0,0.0,Success,,0,0,70.3
M000955,1976-09-25,1976,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,500,1,13.6,371.0,214.0,72.3,Success,,0,0,188.3
M000956,1976-09-18,1976,1970s,United States,Atlas V,ULA,59,18850,0,Retired,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,LEO,LEO,1002,1,39.8,396.0,354.0,62.0,Success,,0,0,270.5
M000957,1976-04-23,1976,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-1,Kazakhstan,45.92,63.34,Military/Reconnaissance,LEO,LEO,3504,1,190.4,380.0,307.0,32.9,Success,,0,0,96.9
M000958,1976-03-14,1976,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Military/Reconnaissance,SSO,SSO,1678,1,73.8,746.0,729.0,97.8,Success,,0,0,127.2
M000959,1976-04-17,1976,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,Earth Orbit,285,1,8.7,645.0,517.0,29.9,Success,,0,0,98.5
M000960,1976-02-23,1976,1970s,United States,New Glenn,Blue Origin,98,45000,1,Active,Cape Canaveral LC-39A,USA,28.61,-80.6,Earth Observation,LEO,Earth Orbit,5727,1,173.5,502.0,433.0,40.9,Success,,0,0,132.7
M000961,1976-07-30,1976,1970s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Vandenberg SLC-4,USA,34.74,-120.57,Military/Reconnaissance,SSO,SSO,1486,1,41.4,719.0,715.0,97.0,Success,,0,0,99.0
M000962,1976-06-14,1976,1970s,United States,Space Shuttle,NASA,56,27500,1,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Communications/Telecom,GEO,GEO,1018,1,37.5,35786.0,35753.0,0.0,Success,,0,0,135.7
M000963,1976-11-09,1976,1970s,United States,Delta II,Boeing/ULA,39,6100,0,Retired,Rocket Lab LC-2,USA,37.85,-75.49,Military/Reconnaissance,SSO,SSO,3161,1,142.2,591.0,571.0,97.4,Success,,0,0,143.2
M000964,1976-06-15,1976,1970s,Soviet Union,Sputnik/R-7,OKB-1,28,500,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,500,1,16.6,35786.0,35616.0,0.0,Success,,0,0,71.9
M000965,1976-03-25,1976,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,Blue Origin Launch Site One,USA,31.42,-104.76,Science/Astronomy,LEO,LEO,4079,2,128.9,636.0,420.0,57.3,Success,,0,0,345.7
M000966,1976-12-21,1976,1970s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Rocket Lab LC-2,USA,37.85,-75.49,Navigation/GPS,LEO,MEO,681,1,17.9,596.0,219.0,47.2,Success,,0,0,105.0
M000967,1976-01-23,1976,1970s,United States,Delta IV Heavy,ULA,72,28790,0,Retired,SpaceX Starbase,USA,25.99,-97.16,Communications/Telecom,GEO,GEO,4749,1,247.1,35786.0,35625.0,0.0,Success,,0,0,320.7
M000968,1976-02-02,1976,1970s,United States,Falcon Heavy,SpaceX,70,63800,1,Active,Kennedy Space Center LC-39B,USA,28.62,-80.62,Navigation/GPS,LEO,MEO,1002,1,32.2,468.0,354.0,92.4,Success,,0,0,98.2
M000969,1976-08-23,1976,1970s,Soviet Union,Proton-K,Khrunichev,57,20700,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,HEO,5359,1,167.8,478.0,434.0,93.5,Success,,0,0,106.6
M000970,1976-02-09,1976,1970s,United States,Neutron,Rocket Lab,40,13000,1,Active,SpaceX Starbase,USA,25.99,-97.16,Technology Demo,LEO,LEO,1822,1,99.0,519.0,273.0,42.9,Success,,0,0,126.3
M000971,1976-01-15,1976,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Communications/Telecom,GEO,GEO,800,3,24.1,35786.0,35742.0,0.0,Success,,0,0,146.2
M000972,1976-12-24,1976,1970s,United States,Vulcan Centaur,ULA,61,27200,0,Active,Cape Canaveral LC-40,USA,28.56,-80.58,Weather/Meteorology,LEO,LEO,894,1,45.0,612.0,285.0,40.8,Success,,0,0,187.7
M000973,1976-10-19,1976,1970s,Soviet Union,Soyuz-U,TsSKB-Progress,46,7080,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Navigation/GPS,LEO,MEO,5869,1,175.6,523.0,432.0,89.8,Success,,0,0,86.4
M000974,1976-08-06,1976,1970s,United States,Electron,Rocket Lab,18,300,1,Active,Blue Origin Launch Site One,USA,31.42,-104.76,Navigation/GPS,LEO,MEO,260,1,13.8,372.0,258.0,34.3,Success,,0,0,7.5
M000975,1976-05-25,1976,1970s,Soviet Union,Vostok,OKB-1,38,4730,0,Retired,Baikonur LC-31,Kazakhstan,45.99,63.56,Science/Astronomy,LEO,HEO,2822,1,151.4,516.0,293.0,87.4,Success,,0,0,174.6
